text,airline_sentiment,label
found lost luggage bring tomorrow next day weather nicer terrible service,negative,0
legs damaged seat u damaged expensive case offered anything apology wks late flightr,negative,0
first place really need extra stress already terrible time oh way made flight,negative,0
rd connecting flight delayed still cannot make amp still unable speak real person,negative,0
ua pacific rim date night cut constantly randomly one spot repeatably,negative,0
checked des moines lay ord final destination austin texas baggage checked ord,negative,0
rather truth flight forced sit day trying get home,negative,0
trouble adding flight wife booked elevate account help,negative,0
connection made thanks week daddyshome,positive,1
thank,positive,1
paid ticket th still says pending normal want money account,negative,0
spoke baggage contact number said try get bags stay iad pick tmrw,negative,0
stop cutting pasting apologies get additional phone reps jobs,negative,0
thanks much,positive,1
stranding customers reflight booking problems answering phone way treat platinum members,negative,0
customer service experience tweeted quality assurance,negative,0
thanks prompt response know put safety first unfortunately hit freezing rain sleet ride home,positive,1
play ear know best buy chewey oatmeal cookies customer care folks,negative,0
got kidding info dca bgr phone line tells call back late flightr,negative,0
great hear thankyou much greatly appreciate replies feel much settled,positive,1
made standby flight cancelled flighted reason almost hrs late flight conf fvf yw swrr,negative,0
says final carrier us air doesnt want bag claim im sorry want clothes,negative,0
approaching three hours sitting plane ground dfw americanairlines flight oscar performance,negative,0
hold hour day sort told fine fine arrive fly,negative,0
watched entire uncvsduke game tarmac cancelled flighting flight crew timed right hr flight,negative,0
hold minutes lack quality service nobody cares hate shitty airline,negative,0
unacceptable practice leave cancelled flighted flight passengers sleep cement pillows ua,negative,0
flight chi buf last night almost hour delay cuz someone got plane without pass sounds safe,negative,0
get phones,negative,0
night someone please help need flt fixed please,negative,0
free drinks flight back free promo,positive,1
tweeted apology enough delay fiasco none insult gate agent worse except mark n bad clt,negative,0
hours late flightr siting another plane waiting leave think credit order terrible service,negative,0
waiting bag iah mins freaking people flight waiting bags fix,negative,0
superb choice swa raving fan even take stress weather relate flightd glitches custexp,positive,1
wasting time baggage claim thanks dfw ground crew checked bag without actually checking space frustrated,negative,0
thanks two smooth safe fast flights boston houston luvswa,positive,1
everything fine lost bag,negative,0
sorry late flight responded dm,negative,0
person check people plane boards minutes telling people exec bene honored,negative,0
going miss us airways always provided great service never let,positive,1
right traveling day guys dropped ball making long night,negative,0
bday yesterday girl gave birth first born get courtesy flight change lynn thanks,negative,0
used call back feature operator regarding flight got call hours late flightr got hung pleasehelp,negative,0
show available seats need honor shouldnt spend hr phone hear really seats,negative,0
got hanged trying get agent help,negative,0
flight dca need change asap help get,negative,0
business usual meant dropping bully mentality fostering inspiration greater business employeerelations,negative,0
hope see issue return flight tomorrow,negative,0
course intention issue lies lack response contact directly sat hold mins,negative,0
joanna wonderful job thank,positive,1
thanks customers like stay loyal check landing,positive,1
st birthday sister coming celebrate flights keep cancelled flighting plz get,negative,0
hold hour cool guys,negative,0
know information found people account see someone else reservation rr trip,negative,0
flight msp cancelled flighted,negative,0
hey dre seatac check needs raise stat dude gave amazing customer service made feel valued,positive,1
joke lots angry people iah,negative,0
